config_id,n_estimators,min_samples_split,min_samples_leaf,max_features,max_depth,bootstrap,rmse_train_mean,mae_train_mean,r2_train_mean,rmse_mean,mae_mean,r2_mean,combo_score
100,1200,8,2,0.5,15.0,False,2215.960808627856,1404.6548014887517,0.9482032137386321,2538.51741791712,1544.8609187596417,0.9318984766916062,2041.6891683383808
43,1200,8,1,0.3,20.0,False,2052.88743421122,1319.2297723006368,0.955545763357309,2559.2137439608214,1547.5791806215418,0.9308001243637074,2053.3964622911817
33,1000,8,1,0.3,20.0,False,2052.36830370142,1319.2311801662495,0.9555681873119475,2559.1430867801682,1547.974025796153,0.9308039227753107,2053.5585562881606
70,800,4,2,0.3,,False,2150.1576116295705,1339.4759818612265,0.9512316591060703,2675.728092142141,1592.172309692932,0.9243637881615315,2133.9502009175367
146,800,3,2,0.3,,False,2150.1576116295705,1339.4759818612265,0.9512316591060703,2675.728092142141,1592.172309692932,0.9243637881615315,2133.9502009175367
76,1000,4,2,0.3,,False,2150.3484835317904,1340.6551124543948,0.9512237453286319,2677.1715584208387,1593.3378806718533,0.9242819203193268,2135.2547195463458
87,800,6,2,0.3,,False,2215.6832479852783,1375.7726005400918,0.9482144554557685,2692.3320282854,1603.6793711613973,0.9234293129747462,2148.0056997233987
67,1000,6,2,0.3,,False,2216.4249734061996,1376.5881212791492,0.9481797239564586,2692.349624700557,1604.4587357720452,0.9234295550343892,2148.404180236301
46,1000,8,2,0.3,,False,2281.3576012186013,1408.617121525443,0.9450982534984205,2710.569226555698,1613.3656728821447,0.922380715217298,2161.9674497189217
37,800,4,2,0.3,25.0,False,2218.044960361157,1403.2573111782963,0.9481021886654256,2702.7968602807728,1625.6439315982207,0.9228361373291523,2164.2203959394965
97,800,3,2,0.3,25.0,False,2218.044960361157,1403.2573111782963,0.9481021886654256,2702.7968602807728,1625.6439315982207,0.9228361373291523,2164.2203959394965
150,1000,3,2,0.3,25.0,False,2219.4468198038808,1404.936794661915,0.9480365440392768,2703.565228510968,1627.033343843565,0.9227941821721687,2165.2992861772664
88,1000,4,2,0.3,25.0,False,2219.4468198038808,1404.936794661915,0.9480365440392768,2703.565228510968,1627.033343843565,0.9227941821721687,2165.2992861772664
34,1200,6,2,0.3,25.0,False,2270.297197747093,1426.421077220608,0.9456302505598351,2713.0948695985107,1629.99011329938,0.9222396474160277,2171.5424914489454
19,800,8,2,0.3,25.0,False,2331.8025722421494,1454.885660449469,0.9426443814948009,2732.724861442619,1639.1300426547587,0.9211153222026209,2185.927452048689
51,1200,8,2,0.3,25.0,False,2332.5327589123617,1455.7873050817188,0.9426085742046375,2734.7520373058924,1640.11113356895,0.9209961594521512,2187.4315854374213
105,1000,8,2,0.3,25.0,False,2332.9549918909656,1456.4754501866732,0.9425876485934193,2735.018219801719,1640.9499336236975,0.920982124248433,2187.9840767127084
127,800,4,2,0.3,20.0,False,2422.6765303588913,1568.2896816074074,0.9380861136780172,2809.5783001711598,1733.9245836564555,0.9166316033748121,2271.751441913808
48,1200,3,2,0.3,20.0,False,2421.4513362988882,1568.6297063478473,0.9381492150362468,2809.2576818114057,1734.3962074007316,0.9166525729331367,2271.8269446060685
